feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;feature_25;feature_26;feature_27;feature_28;feature_29;feature_30;feature_31;feature_32;feature_33;feature_34;feature_35;feature_36;Name;semester;attendance_percentage;father_name;father_mobile;reason_for_sem_back;Gender;Target
1;7;15.56;65.53;22.31;1;5;8.28;27.55;40.25;0;7;11.67;28.26;36.17;34.94;53.11;51.04;39.17;52.65;41.8;45.93;75.1;70.11;30.51;62.45;62.17;32.78;62.28;73.07;33.16;36.24;65.26;54.07;58.27;55.11;Ananya Reddy;3;63.9;Meera Ghosh;9492836532;Failed semester;Female;Enrolled
1;0;6.69;65.71;67.54;1;8;11.08;49.35;27.03;0;7;14.06;58.58;49.07;66.87;44.99;58.47;34.71;49.65;47.38;53.38;44.46;48.03;62.39;43.45;25.9;76.24;70.72;30.62;60.35;42.46;53.95;54.41;46.48;38.24;Aditya Kumar;4;79.7;Nikhil Nair;9963919401;Failed semester;Female;Graduate
1;9;8.34;37.52;48.99;0;10;9.14;60.23;72.31;0;10;9.68;53.59;57.5;57.08;51.14;61.14;57.23;31.44;63.04;63.31;38.55;50.57;60.25;46.86;66.09;85.46;38.21;29.28;54.56;60.82;46.54;71.8;29.92;60.39;Rohit Iyer;7;66.7;Arun Joshi;9216335741;Moved abroad;Male;Graduate
1;7;18.88;79.89;38.5;0;1;9.8;62.89;44.19;0;8;11.82;50.38;21.2;49.79;39.65;42.6;71.65;31.15;62.2;45.82;45.8;61.86;55.1;58.56;64.52;45.03;40.82;33.72;37.62;94.24;68.67;29.73;30.16;57.23;Arun Thomas;5;67.7;Vicky Mehta;9225279834;Family responsibilities;Male;Enrolled
0;7;14.2;46.18;48.12;1;4;13.31;51.29;16.71;0;5;11.08;37.23;52.63;94.78;55.51;45.3;63.83;57.24;56.3;59.1;80.85;33.04;57.1;36.1;58.33;36.22;43.74;45.57;64.64;63.78;31.31;50.82;39.36;31.12;Sai Nair;8;81.6;Rohit Ghosh;9550033924;Part-time job;Male;Enrolled
1;0;10.77;86.4;56.49;1;4;6.49;41.53;65.32;0;1;20.0;26.21;21.8;78.06;55.84;36.98;58.02;10.46;50.05;54.92;63.86;34.79;51.29;36.12;53.83;36.57;43.88;35.06;59.77;62.88;46.48;50.57;28.27;45.5;Saanvi Thomas;8;72.4;Isha Joshi;9206681214;Moved abroad;Female;Dropout
1;3;20.0;33.32;71.96;0;9;15.99;54.21;76.38;0;1;13.49;55.84;49.2;68.35;66.45;40.61;30.21;46.96;38.0;49.05;68.56;43.14;49.36;50.87;62.73;16.3;40.9;53.17;68.0;42.62;21.85;59.3;40.47;32.16;Nikhil Thomas;2;74.4;Manish Reddy;9789024924;Moved abroad;Male;Graduate
0;4;11.26;40.93;16.92;0;2;15.59;69.12;59.77;1;2;7.45;46.98;49.9;58.98;60.03;38.99;51.23;56.86;71.84;60.57;61.84;51.26;71.16;56.15;37.08;71.05;60.47;43.35;42.81;54.45;56.95;52.96;54.67;75.5;Arun Ghosh;4;67.5;Simran Reddy;9973008988;Low attendance;Female;Enrolled
0;2;12.76;64.12;34.51;1;0;13.59;77.14;46.73;0;6;8.61;40.22;33.66;38.23;44.44;28.92;50.23;63.53;36.38;72.79;57.66;65.46;40.13;62.82;33.62;63.35;52.58;58.3;32.37;36.57;58.96;35.77;56.95;29.49;Arjun Sharma;3;87.9;Aarav Joshi;9948239575;COVID-19 related;Male;Dropout
0;9;7.07;58.28;59.38;0;10;9.21;58.73;53.91;1;7;9.84;34.87;20.56;55.24;26.53;51.43;46.05;60.19;45.47;45.06;60.98;55.03;54.74;57.04;26.97;61.35;59.19;34.75;46.34;49.41;47.98;55.01;71.47;66.23;Deepak Gupta;2;85.2;Riya Thomas;9935389432;Transfer to another college;Male;Graduate
1;1;14.49;69.93;55.8;0;5;16.36;80.18;65.36;0;1;13.0;65.68;52.17;50.36;44.73;73.45;37.72;72.99;57.5;29.01;55.51;18.5;59.38;63.28;41.11;51.85;79.31;42.41;34.12;72.22;79.44;50.06;65.17;70.12;Vicky Sharma;1;59.3;Riya Nair;9557707813;Moved abroad;Male;Graduate
1;1;10.06;68.46;75.28;0;10;14.25;36.8;79.81;0;6;9.88;44.97;55.14;73.31;62.81;56.22;56.95;50.65;58.37;12.06;45.55;53.62;32.73;55.79;46.93;76.33;73.6;43.01;47.74;48.89;43.23;52.93;38.63;33.04;Sai Iyer;6;66.1;Neha Bose;9669681065;Academic difficulty;Female;Dropout
1;10;14.52;37.94;63.43;1;5;9.47;53.8;62.31;0;10;11.87;56.82;42.25;47.05;46.91;38.8;47.35;26.77;42.63;45.73;46.16;46.38;49.07;57.19;63.12;40.25;31.95;34.37;42.69;44.72;38.45;30.56;43.16;52.72;Sakshi Das;7;82.5;Rahul Thomas;9528133274;Personal reasons;Male;Graduate
1;2;9.77;43.81;36.1;0;9;11.87;37.27;58.6;1;10;4.86;44.61;54.52;52.76;90.4;55.25;34.94;48.57;23.36;48.79;37.5;63.73;41.76;48.25;40.47;76.08;45.18;77.49;62.21;57.23;55.53;55.91;21.08;45.82;Ayesha Dutta;2;82.1;Aditya Patel;9200105056;Personal reasons;Male;Enrolled
1;1;11.8;28.92;49.21;0;2;18.82;68.7;49.07;1;3;15.81;44.5;24.44;36.13;73.44;45.89;46.35;45.5;78.56;74.39;83.28;47.61;54.43;27.25;72.15;32.48;53.25;33.54;41.17;37.44;40.88;41.91;41.78;62.5;Arjun Mehta;6;85.1;Nikhil Mehta;9874233009;Financial issues;Female;Dropout
1;8;12.88;68.27;42.3;0;9;9.13;46.54;67.7;1;0;12.78;42.03;57.26;33.47;60.22;56.13;45.38;37.42;36.7;58.02;68.43;40.44;56.88;18.69;41.23;49.53;36.35;35.95;39.98;54.38;47.19;16.43;18.19;40.9;Nikhil Gupta;6;61.7;Nikhil Ghosh;9494665673;Health problems;Female;Dropout
1;1;1.01;42.5;42.11;0;10;17.55;44.22;55.74;0;1;12.57;18.04;61.52;53.23;57.62;108.89;18.74;75.87;45.69;54.31;49.32;43.64;41.45;54.94;27.24;61.26;43.76;33.05;43.25;68.86;41.97;55.38;39.04;61.37;Ananya Iyer;5;80.5;Ayesha Khan;9476908532;Financial issues;Male;Enrolled
1;9;19.39;47.37;60.03;0;0;12.39;69.44;39.22;0;2;14.98;47.08;49.04;51.38;53.78;48.26;53.22;73.67;64.78;63.04;43.17;36.66;64.33;63.14;72.09;40.94;46.56;25.41;44.11;64.95;43.0;59.61;47.14;54.86;Sunita Roy;4;83.2;Neha Mehta;9587098457;Transfer to another college;Male;Graduate
1;6;12.34;5.13;47.2;1;3;5.48;68.09;61.66;0;5;13.87;72.82;35.77;76.21;63.98;46.45;67.03;33.41;37.63;40.87;42.07;34.15;68.35;46.12;55.29;41.44;22.69;54.05;21.32;48.97;29.48;79.81;63.67;51.59;Anju Bose;1;61.2;Manish Patel;9392168202;Lack of interest;Female;Graduate
1;9;8.61;58.15;53.0;0;0;13.06;69.09;60.99;0;4;13.15;25.18;35.6;48.16;51.4;33.05;86.18;72.75;59.03;51.08;46.82;35.72;51.16;53.87;31.37;55.01;47.67;21.38;37.09;43.8;78.32;58.35;29.97;57.29;Pooja Gupta;5;90.2;Manish Chowdhury;9622517939;Failed semester;Female;Graduate
0;2;16.33;42.93;48.6;1;8;17.3;30.69;29.04;0;8;9.67;65.58;27.21;7.52;43.23;58.28;68.0;43.05;43.83;67.31;21.95;44.17;52.86;56.74;42.35;50.52;12.68;40.13;56.8;35.27;50.88;56.7;44.86;52.56;Saanvi Kumar;5;56.4;Kavya Khan;9228832213;Financial issues;Female;Enrolled
1;9;11.17;59.15;52.35;1;9;9.65;53.36;60.72;1;10;3.8;67.39;44.96;56.38;67.96;29.42;39.36;45.67;38.24;76.02;37.15;41.67;53.07;31.97;44.06;54.76;45.01;48.6;42.06;27.28;54.82;76.32;50.28;53.38;Karan Joshi;2;63.4;Neha Verma;9568387228;Financial issues;Female;Enrolled
1;1;6.92;75.54;53.03;1;1;18.53;39.0;77.27;0;6;15.1;58.3;53.51;46.27;68.01;52.11;20.49;33.24;47.21;54.65;49.15;68.28;20.73;52.15;22.73;61.4;48.58;56.29;37.04;69.19;65.63;58.75;48.06;58.7;Pooja Jain;2;83.3;Neha Sharma;9448717183;Family responsibilities;Female;Enrolled
0;1;15.42;74.74;66.06;0;8;9.08;55.42;30.6;0;5;14.29;56.76;21.95;32.57;45.75;45.49;31.86;55.83;53.77;47.09;38.66;65.73;74.83;42.75;40.82;57.37;44.63;47.91;61.09;21.36;69.77;51.09;43.83;48.66;Simran Nair;2;66.5;Neha Jain;9900801837;Transfer to another college;Male;Graduate
0;2;5.08;72.42;50.62;1;7;13.77;64.27;34.68;1;10;13.89;45.99;62.7;18.09;48.51;40.96;56.48;57.05;39.39;39.32;48.34;36.55;62.63;44.46;6.4;44.38;34.42;25.53;31.44;51.64;69.93;54.7;40.9;56.84;Rohit Kumar;4;74.5;Arjun Kumar;9374843786;Low attendance;Male;Dropout
1;4;9.22;32.68;23.72;0;5;10.44;52.37;48.55;0;4;10.34;35.81;59.12;30.24;61.64;34.97;38.71;28.0;42.48;64.63;57.73;64.68;57.83;33.44;45.04;38.3;69.96;32.05;63.41;63.39;77.44;43.85;60.68;84.22;Ayesha Chowdhury;6;69.5;Nikhil Khan;9262089272;Lack of interest;Male;Graduate
0;9;5.86;21.8;60.69;1;7;4.47;44.42;56.56;0;7;12.74;56.38;53.33;69.18;35.72;39.85;38.41;62.45;63.51;56.77;67.75;32.33;75.01;72.85;61.03;76.73;25.15;42.13;38.97;60.82;34.25;61.36;70.56;60.43;Sakshi Thomas;1;67.6;Vivaan Joshi;9993027458;Academic difficulty;Male;Dropout
1;1;8.05;37.3;68.74;1;1;15.12;49.41;43.73;0;0;3.9;33.94;78.67;30.79;52.84;65.11;31.18;52.77;64.07;50.19;93.03;24.97;65.88;47.41;61.58;56.62;39.0;53.43;22.13;59.05;54.47;59.58;65.87;55.51;Ayesha Chowdhury;4;78.4;Rahul Bose;9610702777;Failed semester;Male;Enrolled
1;6;8.48;39.32;67.8;1;5;17.75;46.43;50.69;0;10;8.38;67.59;59.98;79.12;36.83;44.33;53.47;59.7;46.76;36.91;63.22;60.82;36.26;70.33;67.55;52.01;51.19;58.31;37.07;50.45;17.71;63.15;26.58;72.55;Isha Thomas;8;76.8;Deepak Roy;9754773573;Family responsibilities;Female;Graduate
0;5;11.15;40.58;45.68;0;9;17.67;12.68;69.15;0;5;13.35;31.89;33.87;75.15;35.82;32.7;67.06;55.08;35.93;53.25;34.61;66.51;65.92;57.98;55.42;76.42;50.0;32.27;56.74;81.29;34.78;44.58;56.25;49.19;Vicky Khan;2;71.0;Rahul Gupta;9699108439;Moved abroad;Female;Graduate
1;2;16.49;84.8;52.94;0;10;8.38;26.77;53.87;1;8;16.42;57.13;49.96;41.16;33.62;62.52;63.71;26.81;73.85;58.61;70.99;29.87;29.51;47.77;57.54;76.95;60.59;46.36;34.6;68.45;35.53;74.43;45.73;73.86;Kavya Nair;3;63.2;Ankit Patel;9432411019;Failed semester;Female;Dropout
0;2;11.45;42.21;44.89;0;4;13.71;51.16;41.09;0;8;11.34;51.18;18.07;56.87;35.3;32.7;24.69;23.09;29.67;39.36;79.3;42.11;52.67;56.01;51.97;48.84;32.07;71.76;77.11;24.76;34.64;45.8;35.53;57.59;Rohit Sharma;6;83.1;Kavya Singh;9329987621;Transfer to another college;Female;Graduate
0;2;20.0;67.86;53.19;0;9;16.11;66.59;41.54;0;7;8.74;51.17;62.92;52.09;26.35;37.96;48.89;48.87;79.59;29.21;57.58;72.34;84.07;43.93;57.37;58.55;52.93;48.52;56.54;12.02;60.23;51.89;46.66;80.7;Anju Ghosh;1;66.3;Manish Khan;9922816526;Part-time job;Male;Dropout
1;3;10.39;79.87;37.52;0;4;9.8;47.79;62.61;1;3;12.83;30.61;42.02;40.89;48.84;56.39;56.27;23.36;65.96;53.79;70.77;56.66;66.52;57.0;70.19;57.83;48.53;84.09;63.34;58.61;30.86;30.68;54.39;52.18;Vivaan Mehta;6;66.9;Manish Das;9576954730;Part-time job;Female;Enrolled
0;9;12.56;73.83;60.43;0;4;7.44;48.33;37.93;0;10;10.45;43.8;42.84;31.17;48.09;41.59;6.06;80.79;66.33;44.36;50.28;32.43;75.44;78.46;52.35;65.35;52.63;29.95;43.82;51.98;43.18;46.72;48.63;48.79;Rohit Chowdhury;8;67.6;Sakshi Jain;9935504321;Personal reasons;Female;Enrolled
1;7;7.76;39.24;30.73;0;6;15.91;18.42;67.3;0;3;17.55;45.47;10.95;44.58;49.04;34.84;42.27;72.95;59.97;36.13;26.04;45.09;46.8;57.44;41.97;57.67;79.03;62.23;49.28;47.25;44.65;67.71;40.59;50.68;Riya Joshi;2;75.6;Ramesh Roy;9233871736;Academic difficulty;Male;Enrolled
0;6;9.99;29.41;54.84;0;5;11.76;57.5;42.0;0;0;16.88;36.85;75.68;23.79;56.52;57.13;38.07;56.37;69.19;16.75;57.54;12.6;35.52;74.44;41.27;32.39;47.03;81.02;22.52;34.23;72.46;77.87;48.45;31.41;Arun Thomas;6;75.6;Ayesha Sharma;9545492166;Financial issues;Female;Dropout
1;2;18.38;60.18;37.81;1;7;11.8;47.59;54.96;0;1;17.8;63.19;33.84;70.65;54.7;60.31;72.0;33.33;49.46;42.03;26.48;55.2;87.67;22.4;49.52;59.61;51.85;48.3;30.51;53.49;38.65;17.15;67.92;64.38;Rahul Gupta;6;100.0;Meera Kumar;9247746438;Financial issues;Female;Enrolled
1;3;12.92;66.11;53.37;1;1;15.62;45.54;69.68;0;3;13.28;52.91;30.95;54.3;37.52;40.43;37.77;34.01;81.87;69.97;78.81;31.66;51.07;30.6;39.56;36.23;68.59;44.06;66.03;59.06;84.55;27.81;68.89;67.2;Aarav Iyer;4;75.6;Arun Kumar;9689274064;Disciplinary issues;Female;Graduate
0;2;16.03;55.04;46.59;1;6;8.7;39.21;80.75;0;9;12.0;61.73;38.14;38.3;66.23;29.76;43.77;50.51;51.67;47.31;55.94;60.39;61.02;35.21;45.74;67.92;63.42;29.41;55.27;20.33;50.7;78.47;35.78;37.49;Pooja Bose;8;63.3;Aditya Gupta;9998386592;Lack of interest;Male;Dropout
0;6;5.83;40.51;58.95;1;0;9.46;46.46;61.16;1;5;13.69;54.0;44.91;55.55;48.14;56.87;42.55;47.26;35.15;49.47;37.83;33.29;53.88;53.19;61.74;43.53;56.12;58.26;56.67;37.62;52.24;55.46;50.11;18.7;Rohit Das;7;84.2;Ananya Patel;9662087258;Transfer to another college;Male;Enrolled
1;2;20.0;44.6;39.08;0;5;13.49;54.69;67.89;1;10;6.97;60.97;58.86;47.87;55.08;65.44;63.08;32.85;62.3;49.03;51.09;51.1;47.75;67.88;48.74;33.21;44.1;52.68;68.44;59.05;37.24;87.28;53.97;69.13;Priya Sharma;6;76.9;Meera Patel;9470228863;Low attendance;Male;Enrolled
1;0;14.13;62.59;68.27;1;3;16.23;63.08;45.27;0;3;9.71;54.99;64.0;46.66;65.98;71.79;36.26;37.45;47.89;54.61;42.13;70.28;56.36;50.59;28.46;30.26;54.22;18.01;65.19;47.63;98.65;84.62;47.28;48.4;Ananya Thomas;8;73.2;Vicky Singh;9971339002;Family responsibilities;Male;Enrolled
0;4;18.81;25.43;23.2;1;0;9.51;58.74;57.45;1;4;16.28;32.0;15.26;62.87;37.58;19.72;52.18;61.9;48.17;43.13;47.61;44.44;29.78;39.28;57.82;54.83;52.52;35.07;47.28;17.34;52.68;71.43;27.89;41.21;Varun Verma;6;86.9;Ayesha Jain;9653388913;Personal reasons;Female;Graduate
0;7;17.01;43.28;39.62;1;5;4.12;51.55;80.63;1;1;13.11;49.67;54.83;49.83;37.8;62.35;53.39;50.26;35.37;69.55;59.97;41.71;65.03;42.54;38.27;38.6;23.43;57.07;22.53;31.57;18.87;48.71;47.75;45.1;Arjun Joshi;7;78.9;Varun Nair;9898120571;Lack of interest;Female;Graduate
0;5;7.31;56.97;41.74;1;4;13.27;36.72;52.72;1;9;17.21;58.79;43.81;53.86;46.39;50.12;45.12;47.53;53.18;35.1;34.76;29.17;26.0;31.74;52.39;36.61;57.7;50.52;20.47;59.82;62.16;35.09;56.3;37.15;Sunita Mehta;2;62.5;Pooja Bose;9982982227;Family responsibilities;Female;Graduate
1;9;6.94;23.1;44.26;1;4;11.51;44.03;32.24;0;1;10.4;54.04;49.33;52.74;39.95;67.58;32.36;57.31;67.73;57.21;46.96;42.08;65.54;28.66;35.45;44.04;68.56;55.7;35.48;45.35;40.79;39.35;64.68;29.42;Ramesh Mehta;3;76.2;Ramesh Thomas;9477470703;Lack of interest;Male;Enrolled
0;3;15.31;66.36;43.06;1;5;11.4;28.5;42.13;1;9;13.97;69.44;33.39;44.52;47.73;29.06;58.87;39.14;47.07;43.22;38.16;49.89;46.77;44.42;39.07;54.79;74.8;52.1;64.94;29.15;52.37;33.54;27.85;38.91;Manish Nair;6;94.3;Deepak Singh;9133436988;Family responsibilities;Female;Graduate
0;8;15.8;53.65;27.01;1;6;11.21;54.53;52.63;1;10;4.62;36.65;49.04;58.04;17.06;47.57;52.15;62.74;60.39;58.74;38.0;21.38;44.1;65.02;70.9;60.66;56.44;55.69;41.66;48.05;75.04;35.86;74.22;45.17;Vivaan Bose;3;89.3;Manish Thomas;9498320110;Transfer to another college;Female;Enrolled
0;4;6.37;58.79;38.95;1;7;6.34;53.28;65.14;0;9;8.62;27.51;48.62;48.69;58.22;64.24;49.11;77.83;53.36;44.8;25.83;46.06;44.95;64.4;56.94;32.31;52.58;60.07;72.92;63.31;61.41;50.9;55.82;68.74;Priya Das;2;90.9;Aarav Singh;9635844374;Failed semester;Female;Enrolled
1;1;10.6;38.41;55.69;1;10;16.92;41.05;14.15;1;1;10.35;63.7;58.06;56.42;45.8;30.81;57.73;37.49;82.76;58.56;41.29;40.83;48.61;46.41;66.75;52.8;39.03;78.36;50.74;61.53;40.88;55.45;54.67;21.66;Kavya Dutta;4;59.0;Arjun Kumar;9179512774;Lack of interest;Male;Enrolled
0;1;17.16;44.04;33.47;0;2;13.39;51.3;55.34;0;7;12.77;57.59;71.71;58.52;34.26;70.44;74.61;97.28;33.15;53.64;18.77;58.3;41.78;78.85;38.38;24.66;42.93;20.37;61.27;19.02;50.43;18.83;45.2;74.65;Karan Ghosh;5;99.2;Varun Jain;9269119969;Disciplinary issues;Male;Enrolled
1;7;8.55;49.53;50.27;1;6;13.89;29.5;58.89;0;2;1.18;40.55;42.68;59.5;50.34;28.92;35.23;52.98;48.81;41.31;42.79;60.44;42.23;48.68;82.55;28.64;22.22;61.75;39.82;45.23;38.28;46.1;73.98;62.03;Aarav Joshi;6;79.3;Sakshi Ghosh;9239340792;Part-time job;Male;Graduate
0;6;6.34;32.73;7.41;0;1;8.76;64.35;57.75;0;4;11.11;49.67;39.67;53.07;61.49;25.76;54.49;63.99;43.77;60.51;92.22;48.43;55.9;38.93;52.72;56.9;52.92;34.7;53.1;71.93;56.73;64.43;46.44;61.25;Rahul Patel;8;85.3;Sakshi Roy;9469919929;Family responsibilities;Male;Enrolled
1;3;8.2;54.78;35.12;1;2;9.47;52.84;54.46;1;9;7.24;65.81;58.58;39.43;26.94;47.83;43.31;51.7;44.55;19.89;44.17;45.42;59.5;39.53;75.18;21.33;69.67;46.64;62.89;51.2;67.09;44.19;33.52;71.31;Ananya Singh;6;78.4;Ayesha Das;9471539452;Failed semester;Female;Enrolled
0;0;12.89;68.52;34.52;0;0;14.38;41.15;48.02;1;10;12.29;27.5;38.32;70.27;63.29;49.06;53.65;45.59;70.35;46.99;53.48;67.19;38.34;73.38;27.04;74.44;44.41;46.36;21.65;43.18;34.4;40.89;47.94;64.37;Karan Patel;3;73.6;Simran Chowdhury;9265564833;Family responsibilities;Female;Enrolled
1;7;13.23;33.57;36.79;0;10;19.19;38.97;74.84;1;4;11.03;50.03;66.06;69.08;48.34;44.18;49.16;55.07;63.37;50.06;59.28;74.58;55.72;54.67;27.22;10.54;55.83;48.58;42.28;53.65;49.09;66.92;51.29;38.8;Saanvi Chowdhury;7;77.5;Ankit Sharma;9634764290;Moved abroad;Female;Dropout
0;5;11.13;57.9;42.84;1;5;9.4;51.26;50.19;1;2;13.92;45.97;22.45;43.51;61.91;45.54;46.3;64.8;39.32;26.86;47.59;42.74;35.51;47.37;57.37;49.86;54.6;77.2;44.86;54.18;42.36;37.3;41.23;42.82;Sakshi Patel;1;86.9;Ananya Thomas;9546270451;Lack of interest;Female;Graduate
0;1;20.0;39.26;43.75;0;4;11.75;55.94;53.95;1;9;17.14;13.6;14.2;42.56;66.46;26.52;4.89;58.57;53.65;33.65;35.22;35.45;51.66;40.61;57.41;7.18;37.15;33.11;46.15;41.93;61.97;22.11;50.68;58.38;Anju Joshi;2;79.3;Rahul Das;9600871106;Health problems;Female;Graduate
0;7;10.07;54.87;22.94;1;7;2.43;62.67;49.92;1;7;16.71;29.4;57.8;78.03;56.3;54.15;50.13;26.44;70.33;40.84;57.57;26.55;32.31;71.53;44.79;71.8;48.83;22.37;63.38;41.15;60.48;50.38;26.85;52.46;Pooja Das;3;97.3;Arun Khan;9720286733;Disciplinary issues;Female;Graduate
1;7;13.97;49.14;66.13;1;4;12.84;53.14;33.63;0;1;12.94;65.53;37.46;71.37;48.62;36.68;64.96;45.7;61.39;45.62;49.1;57.4;54.36;20.07;33.18;63.94;48.02;42.14;29.62;33.8;19.67;48.48;41.02;35.5;Aarav Patel;7;100.0;Deepak Thomas;9358480413;Low attendance;Female;Graduate
0;9;13.46;81.4;27.32;0;5;16.64;64.6;38.31;1;1;12.81;43.14;52.79;72.64;59.08;57.63;43.55;27.74;46.87;68.1;27.09;34.17;51.89;35.23;38.11;43.65;29.52;35.39;60.55;30.39;26.03;40.55;60.98;47.05;Pooja Kumar;5;74.2;Sunita Joshi;9920184955;Personal reasons;Female;Graduate
0;6;12.18;23.81;57.42;1;5;13.53;43.86;65.09;1;2;7.49;66.92;52.32;44.95;49.7;48.39;68.3;33.85;38.56;65.54;41.07;63.51;75.49;43.97;60.22;32.69;61.32;52.99;57.1;40.32;25.08;57.55;19.05;45.24;Neha Roy;8;69.4;Anju Ghosh;9400347789;Part-time job;Male;Graduate
1;8;12.77;79.23;65.38;1;2;9.38;50.41;49.29;0;5;5.67;35.89;41.59;19.46;50.71;46.26;24.91;56.06;60.74;53.41;45.14;58.87;60.2;54.61;37.63;54.15;67.93;41.05;81.47;42.12;50.49;39.91;53.35;23.87;Saanvi Bose;7;86.3;Deepak Verma;9148644109;Financial issues;Male;Enrolled
1;9;7.63;52.03;64.92;1;7;14.58;14.43;80.63;0;5;13.18;38.35;52.36;52.64;40.0;52.97;40.89;43.93;39.71;28.51;52.19;58.78;57.72;62.3;54.87;42.01;62.59;29.64;36.49;35.54;66.2;64.14;57.31;66.08;Ayesha Bose;6;68.4;Ananya Nair;9761962359;Disciplinary issues;Female;Dropout
1;10;13.39;48.12;62.7;0;0;11.54;44.23;58.11;1;2;15.5;39.97;49.08;34.12;12.53;53.01;59.13;53.93;20.76;44.74;16.72;70.55;33.71;68.83;64.19;36.49;33.01;55.26;37.34;51.54;42.76;23.28;16.54;53.4;Rahul Gupta;7;64.4;Simran Jain;9955508961;Disciplinary issues;Male;Dropout
1;5;9.79;60.44;67.6;1;2;10.91;44.89;57.5;1;3;6.57;53.35;58.28;60.2;20.95;38.58;36.83;51.5;57.21;72.45;42.58;42.54;67.25;54.45;69.01;54.33;32.64;30.0;26.73;59.93;67.83;77.74;62.65;67.44;Deepak Bose;7;68.3;Sai Das;9133898577;Part-time job;Male;Graduate
1;8;7.37;62.75;56.27;1;5;12.43;55.81;54.85;0;7;17.14;69.42;58.16;62.69;57.71;43.08;61.35;29.08;65.81;32.08;54.29;37.32;58.3;49.49;26.08;56.31;41.33;63.22;50.02;55.93;35.64;41.16;43.12;62.85;Pooja Roy;8;68.0;Nikhil Verma;9857820386;Family responsibilities;Male;Dropout
0;3;8.78;66.15;17.45;1;8;7.22;35.62;29.71;1;3;5.67;56.19;46.79;55.69;60.36;53.98;59.87;48.96;32.2;65.87;41.16;35.97;47.33;36.31;43.74;55.16;55.23;36.53;42.68;66.11;57.45;81.13;67.7;67.16;Ayesha Ghosh;6;95.1;Karan Joshi;9825708356;COVID-19 related;Female;Dropout
1;4;15.06;49.2;41.74;0;9;12.67;64.18;57.51;1;6;8.49;61.14;40.44;53.25;45.45;46.72;61.49;34.4;79.18;22.68;41.03;55.55;58.76;48.49;49.14;56.16;46.53;70.9;62.59;63.09;35.51;48.81;45.49;34.92;Kavya Jain;4;58.3;Ramesh Dutta;9440419907;Lack of interest;Female;Dropout
1;10;9.85;59.83;33.95;1;7;18.88;36.56;53.29;0;3;15.17;41.44;62.79;31.56;71.78;50.21;41.05;45.51;62.13;41.23;38.76;46.68;32.35;77.31;41.5;62.47;53.14;35.23;49.91;61.76;47.18;67.9;65.32;63.78;Arun Joshi;3;79.3;Kavya Verma;9408840720;Disciplinary issues;Male;Graduate
0;3;7.68;40.8;52.94;0;10;14.18;17.43;49.88;0;10;12.63;45.84;69.37;56.33;69.65;46.76;64.06;74.53;69.68;33.62;46.19;44.82;57.34;60.3;37.42;51.02;19.7;71.63;42.31;50.84;45.36;67.19;7.44;49.75;Arun Ghosh;5;69.5;Ayesha Ghosh;9847508242;Academic difficulty;Male;Graduate
0;0;10.19;75.89;36.69;0;6;15.09;55.34;68.92;1;7;9.33;39.01;66.44;56.38;26.83;41.91;55.8;62.57;39.81;6.29;57.85;31.7;19.74;7.52;62.21;51.93;46.62;70.84;59.56;74.24;29.11;49.48;25.75;46.56;Isha Verma;2;73.7;Pooja Khan;9870257350;Lack of interest;Male;Dropout
0;8;14.51;50.68;59.35;0;2;14.81;82.32;45.27;1;2;8.24;53.69;37.97;72.23;45.75;41.52;42.93;60.78;47.63;40.37;74.98;37.16;50.53;59.78;25.53;57.2;34.17;62.34;35.56;60.39;66.59;62.92;53.77;46.53;Vicky Reddy;5;72.0;Rahul Jain;9793527609;Financial issues;Male;Dropout
0;4;17.88;39.51;34.44;0;5;14.66;38.06;35.75;1;7;6.23;42.76;48.76;53.65;64.27;57.9;47.14;47.03;57.65;69.09;51.89;42.96;35.11;28.32;59.99;58.67;58.66;48.07;71.1;42.74;64.33;49.42;40.87;58.89;Ayesha Verma;7;68.1;Meera Dutta;9300050585;Disciplinary issues;Female;Enrolled
0;5;13.43;51.22;49.43;0;7;20.0;67.76;60.84;1;2;12.45;65.11;57.77;50.39;45.45;48.79;2.44;53.16;42.67;73.89;50.29;32.17;49.25;34.31;57.1;54.36;64.37;38.14;50.51;29.52;60.52;57.78;57.44;50.02;Vicky Ghosh;8;79.9;Varun Kumar;9641394238;Lack of interest;Female;Graduate
1;1;18.42;45.72;52.08;1;10;7.66;36.98;51.47;0;2;16.42;46.16;46.46;43.9;41.98;54.42;27.54;69.21;40.02;60.83;30.95;60.03;60.08;55.76;35.08;53.74;32.25;46.21;65.44;61.95;50.23;35.38;59.68;50.29;Aarav Khan;5;80.0;Simran Reddy;9288436227;Part-time job;Female;Enrolled
1;5;15.13;49.64;68.04;1;9;7.62;2.35;54.19;0;4;13.17;24.64;35.32;91.33;45.42;60.96;40.24;18.65;47.45;46.02;44.0;48.28;53.96;47.75;31.04;57.29;20.76;19.24;61.09;57.61;49.14;29.07;39.38;46.06;Sai Dutta;6;47.2;Ayesha Das;9107333788;Academic difficulty;Female;Graduate
